PhraseId,SentenceId,Phrase,Sentiment
66978,3401,"Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .",1
44593,2160,Naipaul fans may be disappointed .,1
128442,6910,Viewers of Barney 's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it .,1
74392,3812,"Witless , pointless , tasteless and idiotic .",1
148494,8080,"The first hour is tedious though Ford and Neeson capably hold our interest , but its just not a thrilling movie .",1
148983,8107,"Since Dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche .",1
81989,4230,"A cross between Blow and Boyz N The Hood , this movie strives to be more , but does n't quite get there .",1
108442,5739,A soap-opera quality twist in the last 20 minutes ... almost puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .,1
120731,6459,"It looks good , but it is essentially empty .",1
125720,6755,The acting is fine but the script is about as interesting as a recording of conversations at the Wal-Mart checkout line .,1
123062,6605,An opportunity missed .,1
73565,3761,Heavy with flabby rolls of typical Toback machinations .,1
104813,5535,Pretend it 's a werewolf itself by avoiding eye contact and walking slowly away .,1
97866,5124,Feeble comedy .,1
110755,5868,"... a low rate Annie featuring some kid who ca n't act , only echoes of Jordan , and weirdo actor Crispin Glover screwing things up old school .",1
54812,2730,"... while certainly clever in spots , this too-long , spoofy update of Shakespeare 's Macbeth does n't sustain a high enough level of invention .",1
39720,1897,A puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks .,1
106068,5600,"In the wrong hands , i.e. Peploe 's , it 's simply unbearable",1
134148,7240,Resembles a soft porn Brian De Palma pastiche .,1
12942,556,"This toothless Dog , already on cable , loses all bite on the big screen .",1
98800,5182,"Like Showgirls and Glitter , the most entertaining moments here are unintentional .",1
61748,3121,"A few hours after you 've seen it , you forget you 've been to the movies .",1
17026,739,"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",1
14963,643,How can such a cold movie claim to express warmth and longing ?,1
67953,3450,One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,1
112985,6000,"Too campy to work as straight drama and too violent and sordid to function as comedy , Vulgar is , truly and thankfully , a one-of-a-kind work .",1
98930,5189,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,1
71807,3664,"Seemingly disgusted with the lazy material and the finished product 's unshapely look , director Fisher Stevens inexplicably dips key moments from the film in Waking Life water colors .",1
75794,3886,A selection of scenes in search of a movie .,1
55997,2801,"The high-concept scenario soon proves preposterous , the acting is robotically italicized , and truth-in-advertising hounds take note : There 's very little hustling on view .",1
153609,8388,"It 's a big idea , but the film itself is small and shriveled .",1
1918,71,"But it has an ambition to say something about its subjects , but not a willingness .",1
57695,2909,"If Welles was unhappy at the prospect of the human race splitting in two , he probably would n't be too crazy with his great-grandson 's movie splitting up in pretty much the same way .",1
20972,937,"Full of flatulence jokes and mild sexual references , Kung Pow !",1
116906,6238,"Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .",1
120685,6455,The film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .,1
51242,2522,"Despite some charm and heart , this quirky soccer import is forgettable",1
45062,2188,Um ... is n't that the basis for the entire plot ?,1
27884,1281,"After an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .",1
132314,7134,"It 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .",1
26931,1236,Grant is n't Cary and Bullock is n't Katherine .,1
12699,547,"Schrader aims to present an unflinching look at one man 's downfall , brought about by his lack of self-awareness .",1
26149,1199,The movie 's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell .,1
23119,1048,"Unless there are zoning ordinances to protect your community from the dullest science fiction , Impostor is opening today at a theater near you .",1
106605,5630,Writer-director Ritchie reduces Wertmuller 's social mores and politics to tiresome jargon .,1
46255,2251,"Potty-mouthed enough for PG-13 , yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .",1
125506,6744,I 'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment .,1
25307,1157,"The Merchant-Ivory team continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .",1
26808,1230,"The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .",1
110589,5862,Plays like a glossy melodrama that occasionally verges on camp .,1
97532,5100,Video games are more involving than this mess .,1
120702,6456,Bogdanich is unashamedly pro-Serbian and makes little attempt to give voice to the other side .,1
117414,6266,"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .",1
152488,8321,"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",1
109773,5816,Perhaps even the SLC high command found writer-director Mitch Davis 's wall of kitsch hard going .,1
119630,6398,Starts as a tart little lemon drop of a movie and ends up as a bitter pill .,1
66279,3361,This off-putting French romantic comedy,1
113114,6008,One scene after another in this supposedly funny movie falls to the floor with a sickening thud .,1
39416,1883,"Throwing in everything except someone pulling the pin from a grenade with his teeth , Windtalkers seems to have ransacked every old World War II movie for overly familiar material .",1
44079,2136,"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",1
73470,3755,"-LRB- Evans is -RRB- a fascinating character , and deserves a better vehicle than this facetious smirk of a movie .",1
98222,5148,"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",1
1628,61,"The screenplay by James Eric , James Horton and director Peter O'Fallon ... is so pat it makes your teeth hurt .",1
2556,98,Report card : Does n't live up to the exalted tagline - there 's definite room for improvement .,1
91079,4738,"Watching this film , what we feel is n't mainly suspense or excitement .",1
112429,5972,"There is something in Full Frontal , I guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .",1
114303,6080,Jarecki and Gibney do find enough material to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives .,2
70254,3577,"But , for that , why not watch a documentary ?",2
40888,1959,Ruh-roh !,2
23327,1058,Do n't hate El Crimen del Padre Amaro because it 's anti-Catholic .,2
16602,716,"... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .",2
78746,4053,So riddled with unanswered questions that it requires gargantuan leaps of faith just to watch it plod along .,2
31432,1471,A tasty slice of droll whimsy .,2
41452,1993,The dominant feeling is something like nostalgia . ',2
96929,5067,"If all of Eight Legged Freaks was as entertaining as the final hour , I would have no problem giving it an unqualified recommendation .",2
57560,2904,"However stale the material , Lawrence 's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny .",2
77534,3988,Your stomach for Heaven depends largely on your appetite for canned corn .,2
129836,6990,"In a 102-minute film , Aaliyah gets at most 20 minutes of screen time .",2
54853,2732,But fans of the show should not consider this a diss .,2
10284,433,"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom -- handguns , BMWs and seaside chateaus .",2
72905,3723,"Possession is in the end an honorable , interesting failure .",2
138772,7522,Mostly Martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .,2
154675,8458,Or that the battery on your watch has died .,2
86337,4470,"Thanks to Ice Cube , Benjamins feels an awful lot like Friday in Miami .",2
138394,7492,Melodrama with a message .,2
72723,3715,"What started out as a taut contest of wills between Bacon and Theron , deteriorates into a protracted and borderline silly chase sequence .",2
60819,3071,"While Holm is terrific as both men and Hjejle quite appealing , the film fails to make the most out of the intriguing premise .",2
97058,5073,The camera twirls !,2
3778,144,Initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,2
140665,7632,"At its worst , it 's Rambo - meets-John Ford .",2
13233,570,"Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .",2
139183,7545,Slackers ' jokey approach to college education is disappointingly simplistic -- the film 's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by .,2
60064,3031,"Davis the performer is plenty fetching enough , but she needs to shake up the mix , and work in something that does n't feel like a half-baked stand-up routine .",2
29301,1359,"With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .",2
100535,5276,"The film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",2
153201,8367,"Anyone who 's ever suffered under a martinet music instructor has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .",2
10645,451,Ca n't seem to get anywhere near the story 's center .,2
840,31,Nothing more than a run-of-the-mill action flick .,2
82743,4274,"A road trip that will get you thinking , ` Are we there yet ? '",2
75515,3872,But it does n't need Gangs of New York .,2
136617,7386,A movie that will wear you out and make you misty even when you do n't want to be .,2
8353,347,"... a ho-hum affair , always watchable yet hardly memorable .",2
35919,1695,Throwing it all away for the fleeting joys of love 's brief moment .,2
118724,6346,Cinematic pratfalls given a working over .,2
22318,1005,-- was a fad that had long since vanished .,2
149543,8140,Gambling and throwing a basketball game for money is n't a new plot -- in fact Toback himself used it in Black and White .,2
110448,5851,"It may be about drug dealers , kidnapping , and unsavory folks , but the tone and pacing are shockingly intimate .",2
42312,2039,"Frida is certainly no disaster , but neither is it the Kahlo movie Frida fans have been looking for .",2
77320,3977,"Not everyone will play the dark , challenging tune taught by The Piano Teacher .",2
153272,8371,It gets bogged down by hit-and-miss topical humour before getting to the truly good stuff .,2
154612,8454,"The film did n't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .",2
104228,5498,It may even fall into the category of Films You Love to Hate .,2
136857,7402,"I believe Silberling had the best intentions here , but he just does n't have the restraint to fully realize them .",2
151791,8283,"The messy emotions raging throughout this three-hour effort are instantly recognizable , allowing the film to paradoxically feel familiar and foreign at the same time .",2
34508,1621,... a mostly boring affair with a confusing sudden finale that 's likely to irk viewers .,2
152981,8352,The party scenes deliver some tawdry kicks .,2
107821,5702,Do n't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle .,2
131351,7078,"The inevitable double - and triple-crosses arise , but the only drama is in waiting to hear how John Malkovich 's reedy consigliere will pronounce his next line .",2
109994,5826,It 's a boom-box of a movie that might have been titled ` The Loud and the Ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .,2
145910,7933,"It may not be history -- but then again , what if it is ?",2
87605,4549,A plodding look at the French Revolution through the eyes of aristocrats .,2
97575,5104,"Are monsters born , or made ?",2
53992,2682,A crisply made movie that is no more than mildly amusing .,2
117688,6282,Bang !,2
31157,1455,Some may choose to interpret the film 's end as hopeful or optimistic but I think Payne is after something darker .,2
100515,5273,Marinated,2
95172,4965,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .,2
51137,2517,The limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .,2
100671,5286,De Niro cries .,2
116508,6212,Just how these families interact may surprise you .,2
138953,7532,"A few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the protagonists ' bohemian boorishness mars the spirit of good clean fun .",2
54863,2733,"Lillard and Cardellini earn their Scooby Snacks , but not anyone else .",2
102018,5370,This rough trade Punch-and-Judy act did n't play well then and it plays worse now .,2
151394,8255,"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",2
128383,6908,"13 Conversations may be a bit too enigmatic and overly ambitious to be fully successful , but Sprecher and her screenwriting partner and sister , Karen Sprecher , do n't seem ever to run out of ideas .",2
145965,7937,Well-meaning but inert .,2
74695,3830,"It 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death",2
39764,1900,Secretary is not a movie about fetishism .,2
74056,3789,And a very rainy day .,2
48030,2343,"Any Chekhov is better than no Chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",2
3087,116,"But when it does , you 're entirely unprepared .",2
19585,860,It will break your heart many times over .,2
93601,4881,"Harvard Man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",2
136687,7391,"It 's not a film to be taken literally on any level , but its focus always appears questionable .",2
20911,933,You want to call Domino 's .,2
122068,6543,"A violent initiation rite for the audience , as much as it is for Angelique , the -LRB- opening -RRB- dance guarantees Karmen 's enthronement among the cinema 's memorable women .",2
61691,3117,"Occasionally interesting but essentially unpersuasive , a footnote to a still evolving story .",2
38020,1808,At its best ... Festival in Cannes bubbles with the excitement of the festival in Cannes .,2
57878,2917,about the hard-partying,2
150454,8198,"I was hoping that it would be sleazy and fun , but it was neither .",2
73244,3741,When the heroes were actually under 40 ?,2
133748,7217,"The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .",2
41750,2010,underventilated,2
117870,6295,"Not the best Herzog perhaps , but unmistakably Herzog .",2
42159,2029,Ultimately feels like just one more in the long line of films this year about the business of making movies .,2
15580,668,If A Few Good Men told us that we `` ca n't handle the truth '' than High Crimes poetically states at one point in this movie that we `` do n't care about the truth . '',2
68522,3477,Arnie blows things up .,2
107037,5654,The plot plummets into a comedy graveyard before Janice comes racing to the rescue in the final reel .,2
78061,4018,"Critics need a good laugh , too , and this too-extreme-for-TV rendition of the notorious MTV show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .",2
34899,1642,"Film ca n't quite maintain its initial momentum , but remains sporadically funny throughout .",2
91736,4774,"I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .",2
104640,5526,"Impeccably filmed , sexually charged , but ultimately lacking in substance , not to mention dragged down by a leaden closing act .",2
125953,6767,"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one .",2
70011,3564,has some visual wit ... but little imagination elsewhere .,2
62355,3153,"Blade II is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she 's gonna make you feel like you owe her big-time .",2
65454,3316,It 's obvious -LRB- Je-Gyu is -RRB- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,2
153987,8413,"The film is a blunt indictment , part of a perhaps surreal campaign to bring Kissinger to trial for crimes against humanity .",2
132985,7173,Elmo touts his drug as being 51 times stronger than coke .,2
81401,4196,In a word : No. .,2
92421,4813,Let 's face it -- there are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears .,2
47194,2300,"The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance .",2
70304,3582,`` The Quiet American '' begins in Saigon in 1952 .,2
72217,3690,"The Emperor 's Club is one of those films that possesses all the good intentions in the world , but ...",2
105500,5571,"The climactic events are so well realized that you may forget all about the original conflict , just like the movie does",2
150734,8217,Less worrying about covering all the drama in Frida 's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,2
9784,407,"An ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance .",2
10276,432,Paul Bettany playing Malcolm McDowell ?,2
81776,4219,"It is a challenging film , if not always a narratively cohesive one .",2
42702,2062,"About Amy 's cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB- , and Amy 's neuroses when it comes to men .",2
147441,8023,"Harry Potter and the Chamber of Secrets is deja vu all over again , and while that is a cliche , nothing could be more appropriate .",2
28288,1304,"Otherwise , maybe .",2
30939,1442,"In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .",2
149780,8155,"Bogs down badly as we absorb Jia 's moody , bad-boy behavior which he portrays himself in a one-note performance .",2
68729,3492,It would work much better as a one-hour TV documentary .,2
66442,3372,Formula 51 has dulled your senses faster and deeper than any recreational drug on the market .,2
148704,8090,Heaven is a haunting dramatization of a couple 's moral ascension .,2
99062,5196,`` It 's all about the image . '',2
49823,2444,Dense and thoughtful and brimming with ideas that are too complex to be rapidly absorbed .,2
104677,5528,"With Freeman and Judd , I 'll at least remember their characters .",2
98088,5139,will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,2
140112,7603,Too many improbabilities and rose-colored situations temper what could 've been an impacting film .,2
21642,969,"It pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction .",2
56313,2824,", with cheapo animation -LRB- like Saturday morning TV in the '60s -RRB- , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names .",2
21811,977,"It 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .",2
122483,6569,Real Women Have Curves does n't offer any easy answers .,2
78472,4037,"The movie worked for me right up to the final scene , and then it caved in .",2
156040,8544,"The film is darkly atmospheric , with Herrmann quietly suggesting the sadness and obsession beneath Hearst 's forced avuncular chortles .",2
111290,5901,Far away .,2
112881,5995,Handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,2
70749,3606,and `` They 're coming ! '',2
124598,6695,"Wow , a jump cut !",2
140129,7604,Like other great documentaries ... this goes after one truth -LRB- the Ford administration 's complicity in tearing ` orphans ' from their mothers -RRB- and stumbles upon others even more compelling .,2
5267,209,"... only Bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .",2
76813,3950,"She 's a cipher , played by an actress who smiles and frowns but does n't reveal an inner life .",2
105622,5577,Greengrass -LRB- working from Don Mullan 's script -RRB- forgoes the larger socio-political picture of the situation in Northern Ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,2
59757,3013,"Sean Penn , you owe Nicolas Cage an apology .",2
118397,6325,His scenes are short and often unexpected .,2
132040,7117,It 's all pretty tame .,2
55303,2758,"In this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian .",2
86497,4479,Gaghan,2
12440,533,This one is strictly a lightweight escapist film .,2
141843,7695,"The film 's best trick is the way that it treats conspiracy as a kind of political Blair Witch , a monstrous murk that haunts us precisely because it can never be seen .",2
59198,2987,Bella is the picture of health with boundless energy until a few days before she dies .,2
87522,4542,"Despite Hoffman 's best efforts , Wilson remains a silent , lumpish cipher ; his encounters reveal nothing about who he is or who he was before .",2
22603,1022,"As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely .",2
32229,1510,"Oops , she 's really done it this time .",2
34071,1601,"On a certain base level , Blue Crush delivers what it promises , just not well enough to recommend it .",2
128874,6932,"Ong chooses to present Ah Na 's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character 's blank-faced optimism .",2
152534,8323,Merci pour le movie .,2
68255,3465,A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .,2
136674,7390,"You see Robin Williams and psycho killer , and you think , hmmmmm .",2
89553,4657,Courtney CHASES Stuart with a CELL PHONE .,2
82728,4273,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",2
148420,8076,Goes a long way on hedonistic gusto .,2
94874,4951,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,2
35647,1679,"Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",2
84838,4388,"Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .",2
62656,3170,"The film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but Ram Dass : Fierce Grace does n't organize it with any particular insight .",2
7153,292,Earnest and tentative even when it aims to shock .,2
7053,283,I was sent a copyof this film to review on DVD .,2
96748,5053,Like being invited to a classy dinner soiree and not knowing anyone .,2
91471,4759,"The story is virtually impossible to follow here , but there 's a certain style and wit to the dialogue .",2
64100,3243,"The funny thing is , I did n't mind all this contrived nonsense a bit .",2
117033,6244,"So earnest and well-meaning , and so stocked with talent , that you almost forget the sheer , ponderous awfulness of its script .",2
61599,3113,"But , no , we get another scene , and then another .",2
147864,8046,The film thrusts the inchoate but already eldritch Christian Right propaganda machine into national media circles .,2
54592,2715,The comedy makes social commentary more palatable .,2
115130,6133,"Unintelligible , poorly acted , brain-slappingly bad , Harvard Man is ludicrous enough that it could become a cult classic .",2
83495,4315,Though its atmosphere is intriguing ... the drama is finally too predictable to leave much of an impression .,2
101497,5337,They should have found Orson Welles ' great-grandson .,2
111425,5912,"You really have to salute writer-director Haneke -LRB- he adapted Elfriede Jelinek 's novel -RRB- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",2
19342,850,Entertainment more disposable than Hanna-Barbera 's half-hour cartoons ever were .,2
137662,7450,"Thriller directorial debut for Traffic scribe Gaghan has all the right parts , but the pieces do n't quite fit together .",2
138137,7474,I prefer to think of it as `` Pootie Tang with a budget . '',2
58134,2929,Both the crime story and the love story are unusual .,2
91540,4764,"Believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half .",2
40169,1925,It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,2
11192,482,"Mark Wahlberg ... may look classy in a '60s - homage pokepie hat , but as a character he 's dry , dry , dry .",2
115364,6147,You might be shocked to discover that Seinfeld 's real life is boring .,2
94633,4940,"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",2
648,24,That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,2
28050,1289,"As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records .",2
151286,8248,"A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .",2
139067,7539,Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . ',2
90416,4706,An overwrought Taiwanese soaper about three people and their mixed-up relationship .,2
76662,3942,The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects .,2
110254,5839,"This is a nervy , risky film , and Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi .",2
125031,6719,A creaky staircase gothic .,2
102959,5426,An unintentional parody of every teen movie made in the last five years .,2
83066,4287,But here 's a glimpse at his life .,2
86479,4478,The movie just has too much on its plate to really stay afloat for its just under ninety minute running time .,2
117921,6299,"The result is more depressing than liberating , but it 's never boring .",2
31228,1459,These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .,2
45823,2229,"The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",3
118824,6351,Most thrillers send audiences out talking about specific scary scenes or startling moments ; `` Frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home .,3
97466,5098,"A deliberative account of a lifestyle characterized by its surface-obsession -- one that typifies the delirium of post , pre , and extant stardom .",3
20994,939,The film is a very good viewing alternative for young women .,3
107982,5713,"This is unusual , food-for-thought cinema that 's as entertaining as it is instructive .",3
115655,6164,"For more than two decades Mr. Nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",3
93575,4880,"The film reminds me of a vastly improved Germanic version of My Big Fat Greek Wedding -- with better characters , some genuine quirkiness and at least a measure of style .",3
26052,1192,The heat of the moment prevails .,3
18713,821,"` Yes , that 's right : it 's Forrest Gump , Angel Of Death . '",3
135494,7317,Worth a look as a curiosity .,3
31665,1484,"Uplifting , funny and wise .",3
128848,6931,"A brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .",3
131565,7090,"A few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater .",3
98811,5183,The footage of the rappers at play and the prison interview with Suge Knight are just two of the elements that will grab you .,3
116324,6202,Another entertaining romp from Robert Rodriguez .,3
31046,1448,Quitting offers piercing domestic drama with spikes of sly humor .,3
28801,1336,"Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .",3
136784,7399,"The film 's highlight is definitely its screenplay , both for the rhapsodic dialogue that jumps off the page , and for the memorable character creations .",3
24299,1104,Although commentary on Nachtwey is provided ... it 's the image that really tells the tale .,3
64170,3247,A surprisingly sweet and gentle comedy .,3
85751,4436,The action sequences are fun and reminiscent of combat scenes from the Star Wars series .,3
87047,4513,"Deflated ending aside , there 's much to recommend the film .",3
53053,2632,"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat .",3
89710,4668,Late Marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .,3
88872,4618,"You 've already seen City by the Sea under a variety of titles , but it 's worth yet another visit .",3
87917,4566,It 's unlikely we 'll see a better thriller this year .,3
144602,7850,"Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .",3
29271,1356,"Does a good job of establishing a time and place , and of telling a fascinating character 's story .",3
71721,3660,"Tambor and Clayburgh make an appealing couple -- he 's understated and sardonic , she 's appealingly manic and energetic .",3
105315,5561,You 'll know a star when you see one .,3
118434,6328,"That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .",3
1735,65,"The film , despite the gratuitous cinematic distractions impressed upon it , is still good fun .",3
146121,7946,Cage makes an unusual but pleasantly haunting debut behind the camera .,3
73450,3754,"Its metaphors are opaque enough to avoid didacticism , and the film succeeds as an emotionally accessible , almost mystical work .",3
21098,944,But never mind all that ; the boobs are fantasti,3
80947,4172,A spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .,3
26877,1234,"And it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .",3
14726,635,There has been a string of ensemble cast romances recently ... but Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note .,3
127804,6874,"Kwan is a master of shadow , quietude , and room noise , and Lan Yu is a disarmingly lived-in movie .",3
71024,3622,Her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .,3
72339,3697,"Crammed with incident , and bristles with passion and energy .",3
47682,2324,There 's just something about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance .,3
47134,2298,"The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits .",3
147373,8019,Rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid ...,3
126643,6809,"Unlike most anime , whose most ardent fans outside Japan seem to be introverted young men with fantasy fetishes , Metropolis never seems hopelessly juvenile .",3
21509,963,Star\/producer Salma Hayek and director Julie Taymor have infused Frida with a visual style unique and inherent to the titular character 's paintings and in the process created a masterful work of art of their own .,3
125100,6723,Beautifully directed and convincingly acted .,3
99021,5193,The observations of this social\/economic\/urban environment are canny and spiced with irony .,3
72086,3680,A great companion piece to other Napoleon films .,3
86718,4493,"Nohe 's documentary about the event is sympathetic without being gullible : He is n't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction .",3
128803,6928,A haunting tale of murder and mayhem .,3
111139,5891,... a guiltless film for nice evening out .,3
142239,7717,"Constantly touching , surprisingly funny , semi-surrealist exploration of the creative act .",3
57231,2883,"An undeniably moving film to experience , and ultimately that 's what makes it worth a recommendation .",3
49699,2437,Broomfield has a rather unique approach to documentary .,3
115695,6165,Nice piece of work .,3
44799,2173,"Sly , sophisticated and surprising .",3
97137,5079,"Nicks refuses to let Slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .",3
